psgc,region_name,province_name,citymun_name,barangay_name,physical_factor,ip_pop,armed_conf,idp,elcac_brgy,four_ps,imr,imr_prov_ref,ufmr,ufmr_prov_ref,fic,fic_prov_ref,abr,abr_prov_ref,pre_natal,pre_natal_prov_ref,sba,sba_prov_ref,water,water_prov_ref,dataentry_comment,health_indicators,decision,values_capped,capped_indicators
0907218019,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SINDANGAN,MAWAL,100,64,0,0,0,42,0,8.09,0,12.87,81.25,57.94,1.3,31.32,100,87.23,100,90.09,100,94.17,Entry acceptable,0,UUA,0,
0907218022,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SINDANGAN,NATO,42,72,0,0,0,41,0,8.09,0,12.87,53.46,57.94,15,31.32,92.31,87.23,85,90.09,83,94.17,Entry acceptable,3,UUA,0,
0907218050,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SINDANGAN,SANTO NIÑO,28,49,0,0,0,25,0,8.09,0,12.87,100,57.94,0,31.32,100,87.23,58.3,90.09,100,94.17,Entry acceptable,1,UUA,0,
0907218051,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SINDANGAN,SANTO ROSARIO,100,34,0,0,0,31,0,8.09,0,12.87,58.33,57.94,0,31.32,80,87.23,100,90.09,100,94.17,Entry acceptable,1,UUA,0,
0907218029,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SINDANGAN,TINAPLAN,100,81,0,0,1,37,0,8.09,0,12.87,53.06,57.94,70,31.32,100,87.23,76,90.09,100,94.17,Entry acceptable,3,UUA,0,
0907218031,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SINDANGAN,TITIK,100,68,0,0,1,32,0,8.09,0,12.87,28.21,57.94,7.75,31.32,100,87.23,75,90.09,80,94.17,Entry acceptable,3,UUA,0,
0907218054,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SINDANGAN,UPPER NIPAAN,28,86,0,0,0,39,0,8.09,0,12.87,50,57.94,0,31.32,100,87.23,100,90.09,39,94.17,Entry acceptable,2,UUA,0,
0907219009,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIOCON,CANDIZ,100,15,0,0,0,57,0,8.09,0,12.87,79,57.94,20,31.32,68,87.23,100,90.09,95,94.17,Entry acceptable,1,UUA,0,
0907219008,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIOCON,DIONISIO RICONALLA,100,28,0,0,0,44,0,8.09,0,12.87,19,57.94,33,31.32,100,87.23,100,90.09,39,94.17,Entry acceptable,3,UUA,0,
0907219029,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIOCON,MATIAG,60,83,0,0,0,26,0,8.09,0,12.87,77,57.94,20,31.32,80,87.23,20,90.09,100,94.17,Entry acceptable,2,UUA,0,
0907219018,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIOCON,PISAWAK,27,35,0,0,0,37,0,8.09,0,12.87,83,57.94,4,31.32,85,87.23,100,90.09,73,94.17,Entry acceptable,2,UUA,0,
0907219021,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIOCON,SANTA MARIA,100,34,0,0,0,42,0,8.09,0,12.87,43,57.94,9,31.32,71,87.23,100,90.09,42,94.17,Entry acceptable,3,UUA,0,
0907219031,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIOCON,SIAY,100,4,0,0,0,51,0,8.09,0,12.87,83,57.94,19,31.32,90,87.23,93,90.09,48,94.17,Entry acceptable,1,UUA,0,
0907219032,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIOCON,TABAYO,100,23,0,0,0,35,0,8.09,0,12.87,21,57.94,4,31.32,80,87.23,86,90.09,32,94.17,Entry acceptable,4,UUA,0,
0907219023,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIOCON,TIBANGAO,100,23,0,0,0,35,0,8.09,0,12.87,21,57.94,4,31.32,80,87.23,86,90.09,32,94.17,Entry acceptable,4,UUA,0,
0907220002,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,BALONKAN,100,100,0,0,0,65,0,8.09,0,12.87,53.85,57.94,2,31.32,81,87.23,42,90.09,96,94.17,Entry acceptable,3,UUA,0,
0907220007,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,CATUYAN,40,95,0,0,0,90,0,8.09,0,12.87,100,57.94,0,31.32,87,87.23,56,90.09,100,94.17,With values above 100,2,UUA,1,fic
0907220009,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,CULASIAN,100,100,0,0,0,49,0,8.09,0,12.87,16,57.94,0,31.32,81,87.23,27,90.09,76,94.17,Entry acceptable,4,UUA,0,
0907220010,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,DANGANON,100,20,0,0,0,46,0,8.09,0,12.87,22.2,57.94,0,31.32,33.3,87.23,33.3,90.09,64,94.17,Entry acceptable,4,UUA,0,
0907220014,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,LAGUNDI,100,100,0,0,0,41,0,8.09,0,12.87,57.14,57.94,10,31.32,100,87.23,60,90.09,72,94.17,Entry acceptable,3,UUA,0,
0907220015,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,LIBUCON,100,90,0,0,0,53,0,8.09,0,12.87,37.14,57.94,0,31.32,70,87.23,60,90.09,100,94.17,Entry acceptable,3,UUA,0,
0907220016,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,LUBOK,100,13,0,0,0,58,0,8.09,0,12.87,80,57.94,0,31.32,87,87.23,10,90.09,52,94.17,Entry acceptable,3,UUA,0,
0907220020,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,NAPULAN,100,100,0,0,0,49,0,8.09,0,12.87,33.3,57.94,0,31.32,100,87.23,100,90.09,33.35,94.17,Entry acceptable,2,UUA,0,
0907220026,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,PISA ITOM,100,100,0,0,0,29,0,8.09,0,12.87,18,57.94,2,31.32,88,87.23,11,90.09,70,94.17,Entry acceptable,3,UUA,0,
0907220025,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,PISA PUTI,50,100,0,0,0,70,0,8.09,0,12.87,47,57.94,76,31.32,88,87.23,22,90.09,54,94.17,Entry acceptable,4,UUA,0,
0907220032,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,PULA BATO,100,100,0,0,0,46,0,8.09,0,12.87,14,57.94,0,31.32,50,87.23,50,90.09,100,94.17,With values above 100,3,UUA,1,water
0907220033,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,PULANG LUPA,42,95,0,0,0,57,0,8.09,0,12.87,77.78,57.94,0,31.32,80,87.23,66,90.09,100,94.17,Entry acceptable,2,UUA,0,
0907220037,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,SIPAWA,100,53,0,0,0,86,0,8.09,0,12.87,90.9,57.94,52.6,31.32,22.22,87.23,22.22,90.09,64,94.17,Entry acceptable,4,UUA,0,
0907220039,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,TALABIGA,100,100,0,0,0,18,0,8.09,0,12.87,20,57.94,0,31.32,0,87.23,0,90.09,72,94.17,Entry acceptable,4,UUA,0,
0907221009,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,TAMPILISAN,BANBANAN,50,25,0,0,0,28,0,8.09,0,12.87,84.6,57.94,33.3,31.32,10,87.23,100,90.09,100,94.17,Entry acceptable,2,UUA,0,
0907221015,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,TAMPILISAN,SANDAYONG,50,52,0,0,0,26,0,8.09,0,12.87,22,57.94,2.25,31.32,54.5,87.23,90.91,90.09,100,94.17,Entry acceptable,2,UUA,0,
0907221006,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,TAMPILISAN,SITUBO,28,49,0,1,0,26,0,8.09,0,12.87,34.3,57.94,5.38,31.32,88.9,87.23,88.89,90.09,100,94.17,Entry acceptable,2,UUA,0,
0907221018,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,TAMPILISAN,TININGGAAN,50,28,0,0,0,24,0,8.09,0,12.87,60,57.94,0,31.32,33.33,87.23,66.67,90.09,100,94.17,Entry acceptable,2,UUA,0,
0907221019,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,TAMPILISAN,TUBOD,50,20,0,0,0,37,0,8.09,0,12.87,73,57.94,2.63,31.32,100,87.23,100,90.09,100,94.17,Entry acceptable,0,UUA,0,
0907302011,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,AURORA,BALAS,100,1,0,0,0,49,0,6.34,0,9.9,9.84,49.03,0,3.78,15.78,67.45,0,84.85,91.74,92.75,Entry acceptable,4,UUA,0,
0907302021,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,AURORA,GUBAAN,100,3,0,0,0,44,0,6.34,0,9.9,33.33,49.03,0,3.78,62.5,67.45,0,84.85,74.65,92.75,Entry acceptable,4,UUA,0,
0907302022,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,AURORA,INASAGAN,50,22,0,0,0,43,0,6.34,0,9.9,89.47,49.03,0,3.78,12.5,67.45,0,84.85,93.3,92.75,Entry acceptable,2,UUA,0,
0907302025,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,AURORA,KAHAYAGAN WEST,33,14,0,0,0,30,0,6.34,0,9.9,27.59,49.03,0,3.78,0,67.45,0,84.85,94.91,92.75,Entry acceptable,3,UUA,0,
0907302038,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,AURORA,MONTELA,66,15,0,0,0,37,0,6.34,0,9.9,43.48,49.03,0,3.78,0,67.45,0,84.85,81.55,92.75,Entry acceptable,4,UUA,0,
0907302040,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,AURORA,NAPO,100,5,0,0,0,26,0,6.34,0,9.9,40,49.03,0,3.78,0,67.45,0,84.85,82.35,92.75,Entry acceptable,4,UUA,0,
0907303001,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,BAKING,100,43,0,0,0,39,0,6.34,0,9.9,42.86,49.03,0,3.78,100,67.45,100,84.85,100,92.75,Entry acceptable,1,UUA,0,
0907303002,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,BALUKBAHAN,100,52,0,0,1,42,0,6.34,0,9.9,30,49.03,14,3.78,71.43,67.45,14.29,84.85,73.74,92.75,Entry acceptable,4,UUA,0,
0907303004,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,BANTAL,100,90,0,0,1,67,0,6.34,0,9.9,28,49.03,14,3.78,57,67.45,57,84.85,64.23,92.75,Entry acceptable,5,UUA,0,
0907303005,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,BOBUAN,100,6,0,0,1,52,0,6.34,0,9.9,100,49.03,17,3.78,30,67.45,98,84.85,50,92.75,Entry acceptable,3,UUA,0,
0907303007,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,CANOAYAN,100,0,0,0,1,51,0,6.34,0,9.9,38,49.03,27,3.78,64,67.45,45,84.85,87.27,92.75,Entry acceptable,5,UUA,0,
0907303009,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,DAGUM,100,33,0,0,1,63,0,6.34,0,9.9,15,49.03,25,3.78,25,67.45,100,84.85,100,92.75,Entry acceptable,3,UUA,0,
0907303011,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,DATAGAN,100,54,0,0,1,35,0,6.34,0,9.9,17,49.03,11,3.78,3,67.45,0,84.85,100,92.75,Entry acceptable,4,UUA,0,
0907303014,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,DEPORE,25,17,0,0,1,34,0,6.34,0,9.9,48,49.03,19,3.78,62,67.45,100,84.85,100,92.75,Entry acceptable,3,UUA,0,
0907303013,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,DEPOREHAN,100,0,0,0,0,56,0,6.34,0,9.9,100,49.03,17,3.78,20,67.45,40,84.85,80,92.75,Entry acceptable,4,UUA,0,
0907303015,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,DIMALINAO,40,78,0,0,1,49,0,6.34,0,9.9,89,49.03,0,3.78,100,67.45,33,84.85,100,92.75,Entry acceptable,1,UUA,0,
0907303021,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,MATIN-AO,100,85,0,0,1,53,0,6.34,0,9.9,10,49.03,5,3.78,5,67.45,0,84.85,100,92.75,Entry acceptable,4,UUA,0,
0907303022,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,MATUN-OG,100,50,0,0,1,40,0,6.34,0,9.9,31,49.03,95,3.78,50,67.45,100,84.85,100,92.75,Entry acceptable,3,UUA,0,
0907303028,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,SAN ISIDRO,40,20,0,0,0,44,0,6.34,0,9.9,18,49.03,37.5,3.78,25,67.45,100,84.85,100,92.75,Entry acceptable,3,UUA,0,
0907303026,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,SIGACAD,57,68,0,0,1,48,0,6.34,0,9.9,31.25,49.03,37.5,3.78,90,67.45,20,84.85,100,92.75,Entry acceptable,3,UUA,0,
0907322056,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,CITY OF PAGADIAN,DAMPALAN,100,82,0,0,0,53,0,6.34,0,9.9,70,49.03,43,3.78,100,67.45,43,84.85,0,92.75,With values above 100,3,UUA,1,pre_natal
0907322016,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,CITY OF PAGADIAN,DEBOROK,100,0,0,0,0,58,0,6.34,0,9.9,100,49.03,60,3.78,82,67.45,82,84.85,88,92.75,With values above 100,3,UUA,1,fic
0907322028,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,CITY OF PAGADIAN,LIZON VALLEY,100,53,0,0,0,60,0,6.34,0,9.9,75,49.03,0,3.78,50,67.45,32.14,84.85,0,92.75,Entry acceptable,3,UUA,0,
0907322029,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,CITY OF PAGADIAN,LOURDES,100,0,0,0,0,56,0,6.34,0,9.9,100,49.03,70.7,3.78,78,67.45,43,84.85,0,92.75,With values above 100,3,UUA,1,fic
0907305002,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DIMATALING,BAHA,100,42,0,0,1,38,0,6.34,0,9.9,100,49.03,0,3.78,0,67.45,0,84.85,97.25,92.75,With values above 100,2,UUA,1,fic
0907305005,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DIMATALING,BALUNO,100,51,0,0,1,30,0,6.34,0,9.9,32,49.03,0,3.78,0,67.45,0,84.85,96.68,92.75,Entry acceptable,3,UUA,0,
0907305009,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DIMATALING,GRAP,42,79,0,0,0,41,0,6.34,0,9.9,46.67,49.03,0,3.78,100,67.45,0,84.85,95.87,92.75,Entry acceptable,2,UUA,0,
0907305033,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DIMATALING,JOSEFINA,100,57,0,0,0,37,0,6.34,0,9.9,29.41,49.03,0,3.78,0,67.45,0,84.85,78.36,92.75,Entry acceptable,4,UUA,0,
0907305014,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DIMATALING,LIBERTAD,75,11,0,0,0,24,0,6.34,0,9.9,27.59,49.03,0,3.78,100,67.45,0,84.85,100,92.75,With values above 100,2,UUA,1,water
0907305034,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DIMATALING,MAGAHIS,100,68,0,0,0,41,0,6.34,0,9.9,100,49.03,0,3.78,0,67.45,0,84.85,90.65,92.75,With values above 100,3,UUA,1,fic
0907305023,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DIMATALING,SALOAGAN,90,55,0,29,0,45,0,6.34,0,9.9,38.67,49.03,0,3.78,66.67,67.45,33.33,84.85,100,92.75,With values above 100,3,UUA,1,water
0907305027,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DIMATALING,TINIGUANGAN,100,23,0,0,0,45,0,6.34,0,9.9,36.36,49.03,0,3.78,100,67.45,100,84.85,92.1,92.75,Entry acceptable,2,UUA,0,
0907305031,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DIMATALING,TIPANGI,100,39,0,0,0,16,0,6.34,0,9.9,31.82,49.03,0,3.78,100,67.45,100,84.85,67,92.75,Entry acceptable,2,UUA,0,
0907305038,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DIMATALING,UPPER LUDIONG,100,16,0,0,0,23,0,6.34,0,9.9,100,49.03,0,3.78,100,67.45,100,84.85,86.36,92.75,With values above 100,1,UUA,1,fic
0907306003,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,BERAY,40,52,0,0,0,29,0,6.34,0,9.9,30,49.03,23,3.78,100,67.45,100,84.85,83,92.75,Entry acceptable,3,UUA,0,
0907306004,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,DONGOS,100,33,0,0,0,38,0,6.34,0,9.9,87.5,49.03,31,3.78,100,67.45,80,84.85,100,92.75,Entry acceptable,2,UUA,0,
0907306015,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,EAST MIGPULAO,28,0,62,8,0,37,0,6.34,0,9.9,100,49.03,16,3.78,100,67.45,100,84.85,4.5,92.75,With values above 100,2,UUA,1,fic
0907306005,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,GUINICOLALAY,28,23,100,23,0,29,0,6.34,0,9.9,100,49.03,100,3.78,14.78,67.45,33,84.85,0,92.75,Entry acceptable,4,UUA,0,
0907306018,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,IGNACIO GARRATA,100,3,0,0,0,54,0,6.34,0,9.9,62,49.03,11,3.78,0,67.45,100,84.85,100,92.75,Entry acceptable,2,UUA,0,
0907306034,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,NIAN,42,0,49,10,0,45,0,6.34,0,9.9,38,49.03,25,3.78,100,67.45,100,84.85,4,92.75,Entry acceptable,3,UUA,0,
0907306022,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,SAGACAD,100,16,0,0,0,48,0,6.34,0,9.9,50,49.03,37,3.78,100,67.45,80,84.85,10,92.75,Entry acceptable,3,UUA,0,
0907306024,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,SAN ISIDRO,100,61,0,0,0,50,0,6.34,0,9.9,50,49.03,37.5,3.78,8.8,67.45,100,84.85,100,92.75,Entry acceptable,2,UUA,0,
0907306027,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,SONGAYAN,100,0,0,0,0,55,0,6.34,0,9.9,15,49.03,30,3.78,77,67.45,90,84.85,40,92.75,Entry acceptable,3,UUA,0,
0907306026,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,SUMPOTAN,100,26,0,0,0,36,0,6.34,0,9.9,62,49.03,10,3.78,63.6,67.45,9,84.85,100,92.75,With values above 100,3,UUA,1,water
0907306028,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,TARAKAN,100,0,0,0,0,62,0,6.34,0,9.9,100,49.03,18,3.78,25,67.45,100,84.85,100,92.75,Entry acceptable,2,UUA,0,
0907306029,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,UPPER DIMAYA,100,47,0,0,0,35,0,6.34,0,9.9,75,49.03,28.57,3.78,71.4,67.45,100,84.85,100,92.75,Entry acceptable,1,UUA,0,
0907306030,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,UPPER SIBUL,100,19,0,0,0,32,0,6.34,0,9.9,71.4,49.03,25,3.78,87.5,67.45,100,84.85,100,92.75,Entry acceptable,1,UUA,0,
0907307002,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMALINAO,BAGA,28,20,0,0,0,33,0,6.34,0,9.9,100,49.03,1.8,3.78,78,67.45,100,84.85,100,92.75,With values above 100,0,UUA,2,fic|water
0907307007,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMALINAO,BANTA-AO,33,20,0,0,0,37,0,6.34,0,9.9,73,49.03,4,3.78,33,67.45,100,84.85,100,92.75,With values above 100,2,UUA,1,water
0907307009,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMALINAO,BIBILIK,28,0,0,0,0,52,0,6.34,0,9.9,39.4,49.03,5.4,3.78,40,67.45,93,84.85,98,92.75,Entry acceptable,3,UUA,0,
0907307029,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMALINAO,MALASIK,40,22,0,0,0,42,0,6.34,0,9.9,100,49.03,0,3.78,15,67.45,92,84.85,93.7,92.75,Entry acceptable,1,UUA,0,
0907307054,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMALINAO,TUBO-PAIT,33,21,0,0,0,33,0,6.34,0,9.9,60,49.03,0,3.78,75,67.45,75,84.85,23,92.75,Entry acceptable,2,UUA,0,
0907308047,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,BAGONG SILANG,100,53,0,0,0,41,0,6.34,0,9.9,85.7,49.03,4.25,3.78,40,67.45,60,84.85,100,92.75,Entry acceptable,3,UUA,0,
0907308004,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,CALUMANGGI,100,14,0,0,0,41,0,6.34,0,9.9,47,49.03,67,3.78,88,67.45,88,84.85,48,92.75,Entry acceptable,3,UUA,0,
0907308051,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,CANIBONGAN,100,66,0,0,0,34,0,6.34,0,9.9,89,49.03,1,3.78,17,67.45,57,84.85,0,92.75,Entry acceptable,3,UUA,0,
0907308007,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,DATU TOTOCAN,28,100,0,0,0,46,0,6.34,0,9.9,100,49.03,10,3.78,67,67.45,18,84.85,20,92.75,With values above 100,4,UUA,1,fic
0907308011,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,DULOP,42,52,0,0,0,31,0,6.34,0,9.9,40.6,49.03,5,3.78,61.7,67.45,44.1,84.85,52,92.75,Entry acceptable,5,UUA,0,
0907308012,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,GUINTANANAN,25,70,0,0,0,57,0,6.34,0,9.9,78,49.03,29,3.78,50,67.45,45,84.85,68,92.75,Entry acceptable,4,UUA,0,
0907308014,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,GUMPINGAN,100,36,0,0,0,55,0,6.34,0,9.9,50,49.03,7.89,3.78,75,67.45,62.5,84.85,31,92.75,Entry acceptable,3,UUA,0,
0907308015,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,LA FORTUNA,100,85,0,0,0,40,0,6.34,0,9.9,93.3,49.03,24,3.78,59,67.45,65,84.85,84.2,92.75,Entry acceptable,4,UUA,0,
0907308049,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,LABANGON,85,100,0,0,1,42,0,6.34,0,9.9,100,49.03,6,3.78,54,67.45,46,84.85,0,92.75,With values above 100,4,UUA,1,fic
0907308021,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,MACASING,100,84,0,0,0,40,0,6.34,0,9.9,92,49.03,2,3.78,29,67.45,33,84.85,46,92.75,Entry acceptable,3,UUA,0,
0907308023,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,MALAGALAD,100,67,79,40,0,44,0,6.34,0,9.9,100,49.03,42,3.78,86,67.45,86,84.85,27,92.75,With values above 100,2,UUA,1,fic
0907308032,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,SAAD,100,100,0,0,1,46,0,6.34,0,9.9,100,49.03,4,3.78,21.43,67.45,0,84.85,87,92.75,Entry acceptable,4,UUA,0,
0907308050,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,SAN JUAN,100,54,0,0,0,32,0,6.34,0,9.9,50,49.03,6.45,3.78,100,67.45,87.5,84.85,45.7,92.75,Entry acceptable,2,UUA,0,
0907308037,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,SAN VICENTE,50,56,0,0,0,43,0,6.34,0,9.9,42.8,49.03,7.8,3.78,16.6,67.45,33,84.85,8,92.75,Entry acceptable,5,UUA,0,
0907308041,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,SUNOP,100,100,0,0,1,43,0,6.34,0,9.9,40,49.03,0,3.78,100,67.45,100,84.85,46,92.75,Entry acceptable,2,UUA,0,
0907308042,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,TAGUN,100,52,0,0,0,43,0,6.34,0,9.9,89,49.03,33,3.78,56,67.45,56,84.85,74,92.75,Entry acceptable,4,UUA,0,
0907343002,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,GUIPOS,BAGUITAN,42,16,0,0,0,31,0,6.34,0,9.9,100,49.03,4,3.78,80,67.45,100,84.85,59,92.75,Entry acceptable,2,UUA,0,
0907343005,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,GUIPOS,DACSOL,100,33,0,0,0,33,0,6.34,0,9.9,100,49.03,0,3.78,75,67.45,100,84.85,90,92.75,Entry acceptable,1,UUA,0,
0907343007,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,GUIPOS,DALAPANG,100,32,0,0,1,31,0,6.34,0,9.9,100,49.03,3.91,3.78,40,67.45,100,84.85,81,92.75,Entry acceptable,3,UUA,0,
