cadre,geo_code,geo_level,lgu_hired,doh_hired,total,population_2025,households_2025,source_psgc,source_area_name,geo_resolution
midwife,0907306,citymun,6,5,11,37709,8931,0907306000,Dinas,direct
dentist,0907306,citymun,1,0,1,37709,8931,0907306000,Dinas,direct
med_tech,0907306,citymun,1,0,1,37709,8931,0907306000,Dinas,direct
nutritionist,0907306,citymun,0,0,0,37709,8931,0907306000,Dinas,direct
sanitary_engineer,0907306,citymun,0,0,0,37709,8931,0907306000,Dinas,direct
sanitary_inspector,0907306,citymun,0,0,0,37709,8931,0907306000,Dinas,direct
physician,0907307,citymun,1,1,2,34115,8045,0907307000,Dumalinao,direct
nurse,0907307,citymun,2,9,11,34115,8045,0907307000,Dumalinao,direct
midwife,0907307,citymun,7,5,12,34115,8045,0907307000,Dumalinao,direct
dentist,0907307,citymun,0,0,0,34115,8045,0907307000,Dumalinao,direct
med_tech,0907307,citymun,2,0,2,34115,8045,0907307000,Dumalinao,direct
nutritionist,0907307,citymun,0,0,0,34115,8045,0907307000,Dumalinao,direct
sanitary_engineer,0907307,citymun,0,0,0,34115,8045,0907307000,Dumalinao,direct
sanitary_inspector,0907307,citymun,1,0,1,34115,8045,0907307000,Dumalinao,direct
physician,0907308,citymun,2,1,3,51094,11843,0907308000,Dumingag,direct
nurse,0907308,citymun,3,10,13,51094,11843,0907308000,Dumingag,direct
midwife,0907308,citymun,5,5,10,51094,11843,0907308000,Dumingag,direct
dentist,0907308,citymun,1,0,1,51094,11843,0907308000,Dumingag,direct
med_tech,0907308,citymun,1,0,1,51094,11843,0907308000,Dumingag,direct
nutritionist,0907308,citymun,0,1,1,51094,11843,0907308000,Dumingag,direct
sanitary_engineer,0907308,citymun,0,0,0,51094,11843,0907308000,Dumingag,direct
sanitary_inspector,0907308,citymun,1,0,1,51094,11843,0907308000,Dumingag,direct
physician,0907311,citymun,0,2,2,30843,7048,0907311000,Kumalarang,direct
nurse,0907311,citymun,3,8,11,30843,7048,0907311000,Kumalarang,direct
midwife,0907311,citymun,3,0,3,30843,7048,0907311000,Kumalarang,direct
dentist,0907311,citymun,0,0,0,30843,7048,0907311000,Kumalarang,direct
med_tech,0907311,citymun,0,0,0,30843,7048,0907311000,Kumalarang,direct
nutritionist,0907311,citymun,0,0,0,30843,7048,0907311000,Kumalarang,direct
sanitary_engineer,0907311,citymun,0,0,0,30843,7048,0907311000,Kumalarang,direct
sanitary_inspector,0907311,citymun,0,0,0,30843,7048,0907311000,Kumalarang,direct
physician,0907312,citymun,2,1,3,47057,10958,0907312000,Labangan,direct
nurse,0907312,citymun,4,10,14,47057,10958,0907312000,Labangan,direct
midwife,0907312,citymun,6,4,10,47057,10958,0907312000,Labangan,direct
dentist,0907312,citymun,0,1,1,47057,10958,0907312000,Labangan,direct
med_tech,0907312,citymun,1,0,1,47057,10958,0907312000,Labangan,direct
nutritionist,0907312,citymun,0,1,1,47057,10958,0907312000,Labangan,direct
sanitary_engineer,0907312,citymun,0,0,0,47057,10958,0907312000,Labangan,direct
sanitary_inspector,0907312,citymun,3,0,3,47057,10958,0907312000,Labangan,direct
physician,0907313,citymun,1,1,2,27925,6460,0907313000,Lapuyan,direct
nurse,0907313,citymun,5,7,12,27925,6460,0907313000,Lapuyan,direct
midwife,0907313,citymun,5,2,7,27925,6460,0907313000,Lapuyan,direct
dentist,0907313,citymun,1,0,1,27925,6460,0907313000,Lapuyan,direct
med_tech,0907313,citymun,2,0,2,27925,6460,0907313000,Lapuyan,direct
nutritionist,0907313,citymun,1,0,1,27925,6460,0907313000,Lapuyan,direct
sanitary_engineer,0907313,citymun,0,0,0,27925,6460,0907313000,Lapuyan,direct
sanitary_inspector,0907313,citymun,1,0,1,27925,6460,0907313000,Lapuyan,direct
physician,0907315,citymun,0,1,1,49404,11448,0907315000,Mahayag,direct
nurse,0907315,citymun,4,7,11,49404,11448,0907315000,Mahayag,direct
midwife,0907315,citymun,7,4,11,49404,11448,0907315000,Mahayag,direct
dentist,0907315,citymun,1,0,1,49404,11448,0907315000,Mahayag,direct
med_tech,0907315,citymun,1,0,1,49404,11448,0907315000,Mahayag,direct
nutritionist,0907315,citymun,0,0,0,49404,11448,0907315000,Mahayag,direct
sanitary_engineer,0907315,citymun,0,0,0,49404,11448,0907315000,Mahayag,direct
sanitary_inspector,0907315,citymun,2,1,3,49404,11448,0907315000,Mahayag,direct
physician,0907317,citymun,0,1,1,40079,8926,0907317000,Margosatubig,direct
nurse,0907317,citymun,6,6,12,40079,8926,0907317000,Margosatubig,direct
midwife,0907317,citymun,4,4,8,40079,8926,0907317000,Margosatubig,direct
dentist,0907317,citymun,0,0,0,40079,8926,0907317000,Margosatubig,direct
med_tech,0907317,citymun,0,0,0,40079,8926,0907317000,Margosatubig,direct
nutritionist,0907317,citymun,0,1,1,40079,8926,0907317000,Margosatubig,direct
sanitary_engineer,0907317,citymun,0,0,0,40079,8926,0907317000,Margosatubig,direct
sanitary_inspector,0907317,citymun,1,0,1,40079,8926,0907317000,Margosatubig,direct
physician,0907318,citymun,2,1,3,34957,7809,0907318000,Midsalip,direct
nurse,0907318,citymun,3,10,13,34957,7809,0907318000,Midsalip,direct
midwife,0907318,citymun,5,5,10,34957,7809,0907318000,Midsalip,direct
dentist,0907318,citymun,1,0,1,34957,7809,0907318000,Midsalip,direct
med_tech,0907318,citymun,1,0,1,34957,7809,0907318000,Midsalip,direct
nutritionist,0907318,citymun,0,1,1,34957,7809,0907318000,Midsalip,direct
sanitary_engineer,0907318,citymun,0,0,0,34957,7809,0907318000,Midsalip,direct
sanitary_inspector,0907318,citymun,1,0,1,34957,7809,0907318000,Midsalip,direct
physician,0907319,citymun,1,1,2,55425,12449,0907319000,Molave,direct
nurse,0907319,citymun,6,9,15,55425,12449,0907319000,Molave,direct
midwife,0907319,citymun,10,2,12,55425,12449,0907319000,Molave,direct
dentist,0907319,citymun,1,1,2,55425,12449,0907319000,Molave,direct
med_tech,0907319,citymun,2,0,2,55425,12449,0907319000,Molave,direct
nutritionist,0907319,citymun,0,0,0,55425,12449,0907319000,Molave,direct
sanitary_engineer,0907319,citymun,0,0,0,55425,12449,0907319000,Molave,direct
sanitary_inspector,0907319,citymun,1,0,1,55425,12449,0907319000,Molave,direct
physician,0907322,citymun,1,1,2,222911,48322,0907322000,City of Pagadian,direct
nurse,0907322,citymun,10,15,25,222911,48322,0907322000,City of Pagadian,direct
midwife,0907322,citymun,10,3,13,222911,48322,0907322000,City of Pagadian,direct
dentist,0907322,citymun,3,0,3,222911,48322,0907322000,City of Pagadian,direct
med_tech,0907322,citymun,3,0,3,222911,48322,0907322000,City of Pagadian,direct
nutritionist,0907322,citymun,0,0,0,222911,48322,0907322000,City of Pagadian,direct
sanitary_engineer,0907322,citymun,0,0,0,222911,48322,0907322000,City of Pagadian,direct
sanitary_inspector,0907322,citymun,2,0,2,222911,48322,0907322000,City of Pagadian,direct
physician,0907323,citymun,1,1,2,27591,6659,0907323000,Ramon Magsaysay,direct
nurse,0907323,citymun,7,7,14,27591,6659,0907323000,Ramon Magsaysay,direct
midwife,0907323,citymun,5,5,10,27591,6659,0907323000,Ramon Magsaysay,direct
dentist,0907323,citymun,0,0,0,27591,6659,0907323000,Ramon Magsaysay,direct
med_tech,0907323,citymun,1,0,1,27591,6659,0907323000,Ramon Magsaysay,direct
nutritionist,0907323,citymun,0,0,0,27591,6659,0907323000,Ramon Magsaysay,direct
sanitary_engineer,0907323,citymun,0,0,0,27591,6659,0907323000,Ramon Magsaysay,direct
sanitary_inspector,0907323,citymun,1,0,1,27591,6659,0907323000,Ramon Magsaysay,direct
physician,0907324,citymun,0,1,1,20768,4678,0907324000,San Miguel,direct
nurse,0907324,citymun,3,7,10,20768,4678,0907324000,San Miguel,direct
midwife,0907324,citymun,3,4,7,20768,4678,0907324000,San Miguel,direct
dentist,0907324,citymun,0,0,0,20768,4678,0907324000,San Miguel,direct
med_tech,0907324,citymun,0,1,1,20768,4678,0907324000,San Miguel,direct
nutritionist,0907324,citymun,0,0,0,20768,4678,0907324000,San Miguel,direct
sanitary_engineer,0907324,citymun,0,0,0,20768,4678,0907324000,San Miguel,direct
sanitary_inspector,0907324,citymun,1,0,1,20768,4678,0907324000,San Miguel,direct
physician,0907325,citymun,1,1,2,27754,6533,0907325000,San Pablo,direct
nurse,0907325,citymun,2,7,9,27754,6533,0907325000,San Pablo,direct
midwife,0907325,citymun,8,4,12,27754,6533,0907325000,San Pablo,direct
dentist,0907325,citymun,0,0,0,27754,6533,0907325000,San Pablo,direct
med_tech,0907325,citymun,1,0,1,27754,6533,0907325000,San Pablo,direct
nutritionist,0907325,citymun,0,1,1,27754,6533,0907325000,San Pablo,direct
sanitary_engineer,0907325,citymun,0,0,0,27754,6533,0907325000,San Pablo,direct
sanitary_inspector,0907325,citymun,1,0,1,27754,6533,0907325000,San Pablo,direct
physician,0907327,citymun,2,0,2,26636,5937,0907327000,Tabina,direct
nurse,0907327,citymun,5,7,12,26636,5937,0907327000,Tabina,direct
midwife,0907327,citymun,4,3,7,26636,5937,0907327000,Tabina,direct
dentist,0907327,citymun,0,0,0,26636,5937,0907327000,Tabina,direct
med_tech,0907327,citymun,0,0,0,26636,5937,0907327000,Tabina,direct
nutritionist,0907327,citymun,0,0,0,26636,5937,0907327000,Tabina,direct
sanitary_engineer,0907327,citymun,0,0,0,26636,5937,0907327000,Tabina,direct
sanitary_inspector,0907327,citymun,1,0,1,26636,5937,0907327000,Tabina,direct
physician,0907328,citymun,1,1,2,38953,8992,0907328000,Tambulig,direct
nurse,0907328,citymun,3,9,12,38953,8992,0907328000,Tambulig,direct
midwife,0907328,citymun,6,6,12,38953,8992,0907328000,Tambulig,direct
dentist,0907328,citymun,0,1,1,38953,8992,0907328000,Tambulig,direct
med_tech,0907328,citymun,1,0,1,38953,8992,0907328000,Tambulig,direct
nutritionist,0907328,citymun,0,1,1,38953,8992,0907328000,Tambulig,direct
sanitary_engineer,0907328,citymun,0,0,0,38953,8992,0907328000,Tambulig,direct
sanitary_inspector,0907328,citymun,1,0,1,38953,8992,0907328000,Tambulig,direct
physician,0907330,citymun,1,1,2,44117,10329,0907330000,Tukuran,direct
nurse,0907330,citymun,4,9,13,44117,10329,0907330000,Tukuran,direct
midwife,0907330,citymun,6,5,11,44117,10329,0907330000,Tukuran,direct
dentist,0907330,citymun,0,1,1,44117,10329,0907330000,Tukuran,direct
med_tech,0907330,citymun,0,1,1,44117,10329,0907330000,Tukuran,direct
nutritionist,0907330,citymun,0,1,1,44117,10329,0907330000,Tukuran,direct
sanitary_engineer,0907330,citymun,0,0,0,44117,10329,0907330000,Tukuran,direct
sanitary_inspector,0907330,citymun,0,2,2,44117,10329,0907330000,Tukuran,direct
physician,0907333,citymun,0,1,1,21960,4821,0907333000,Lakewood,direct
nurse,0907333,citymun,3,8,11,21960,4821,0907333000,Lakewood,direct
midwife,0907333,citymun,5,5,10,21960,4821,0907333000,Lakewood,direct
dentist,0907333,citymun,0,0,0,21960,4821,0907333000,Lakewood,direct
med_tech,0907333,citymun,1,1,2,21960,4821,0907333000,Lakewood,direct
nutritionist,0907333,citymun,0,1,1,21960,4821,0907333000,Lakewood,direct
sanitary_engineer,0907333,citymun,0,0,0,21960,4821,0907333000,Lakewood,direct
sanitary_inspector,0907333,citymun,1,0,1,21960,4821,0907333000,Lakewood,direct
physician,0907337,citymun,1,0,1,12591,3082,0907337000,Josefina,direct
nurse,0907337,citymun,1,6,7,12591,3082,0907337000,Josefina,direct
midwife,0907337,citymun,2,4,6,12591,3082,0907337000,Josefina,direct
dentist,0907337,citymun,0,1,1,12591,3082,0907337000,Josefina,direct
med_tech,0907337,citymun,0,1,1,12591,3082,0907337000,Josefina,direct
nutritionist,0907337,citymun,0,1,1,12591,3082,0907337000,Josefina,direct
sanitary_engineer,0907337,citymun,0,0,0,12591,3082,0907337000,Josefina,direct
sanitary_inspector,0907337,citymun,1,0,1,12591,3082,0907337000,Josefina,direct
physician,0907338,citymun,1,1,2,28973,6589,0907338000,Pitogo,direct
nurse,0907338,citymun,2,8,10,28973,6589,0907338000,Pitogo,direct
midwife,0907338,citymun,3,3,6,28973,6589,0907338000,Pitogo,direct
dentist,0907338,citymun,1,0,1,28973,6589,0907338000,Pitogo,direct
med_tech,0907338,citymun,1,1,2,28973,6589,0907338000,Pitogo,direct
nutritionist,0907338,citymun,0,0,0,28973,6589,0907338000,Pitogo,direct
sanitary_engineer,0907338,citymun,0,0,0,28973,6589,0907338000,Pitogo,direct
sanitary_inspector,0907338,citymun,1,0,1,28973,6589,0907338000,Pitogo,direct
physician,0907340,citymun,0,1,1,19278,4282,0907340000,Sominot,direct
nurse,0907340,citymun,2,9,11,19278,4282,0907340000,Sominot,direct
midwife,0907340,citymun,5,5,10,19278,4282,0907340000,Sominot,direct
dentist,0907340,citymun,0,1,1,19278,4282,0907340000,Sominot,direct
med_tech,0907340,citymun,1,0,1,19278,4282,0907340000,Sominot,direct
nutritionist,0907340,citymun,0,1,1,19278,4282,0907340000,Sominot,direct
sanitary_engineer,0907340,citymun,0,0,0,19278,4282,0907340000,Sominot,direct
sanitary_inspector,0907340,citymun,1,0,1,19278,4282,0907340000,Sominot,direct
physician,0907341,citymun,1,1,2,25291,5893,0907341000,Vincenzo A. Sagun,direct
nurse,0907341,citymun,6,8,14,25291,5893,0907341000,Vincenzo A. Sagun,direct
midwife,0907341,citymun,2,7,9,25291,5893,0907341000,Vincenzo A. Sagun,direct
dentist,0907341,citymun,0,0,0,25291,5893,0907341000,Vincenzo A. Sagun,direct
med_tech,0907341,citymun,1,0,1,25291,5893,0907341000,Vincenzo A. Sagun,direct
nutritionist,0907341,citymun,0,0,0,25291,5893,0907341000,Vincenzo A. Sagun,direct
sanitary_engineer,0907341,citymun,0,0,0,25291,5893,0907341000,Vincenzo A. Sagun,direct
sanitary_inspector,0907341,citymun,1,0,1,25291,5893,0907341000,Vincenzo A. Sagun,direct
physician,0907343,citymun,0,0,0,22624,5286,0907343000,Guipos,direct
nurse,0907343,citymun,5,9,14,22624,5286,0907343000,Guipos,direct
midwife,0907343,citymun,3,4,7,22624,5286,0907343000,Guipos,direct
dentist,0907343,citymun,0,0,0,22624,5286,0907343000,Guipos,direct
med_tech,0907343,citymun,1,0,1,22624,5286,0907343000,Guipos,direct
nutritionist,0907343,citymun,0,0,0,22624,5286,0907343000,Guipos,direct
sanitary_engineer,0907343,citymun,0,0,0,22624,5286,0907343000,Guipos,direct
sanitary_inspector,0907343,citymun,0,0,0,22624,5286,0907343000,Guipos,direct
physician,0907344,citymun,1,1,2,22425,4934,0907344000,Tigbao,direct
nurse,0907344,citymun,3,11,14,22425,4934,0907344000,Tigbao,direct
midwife,0907344,citymun,5,6,11,22425,4934,0907344000,Tigbao,direct
dentist,0907344,citymun,0,0,0,22425,4934,0907344000,Tigbao,direct
med_tech,0907344,citymun,1,0,1,22425,4934,0907344000,Tigbao,direct
nutritionist,0907344,citymun,0,1,1,22425,4934,0907344000,Tigbao,direct
sanitary_engineer,0907344,citymun,0,0,0,22425,4934,0907344000,Tigbao,direct
sanitary_inspector,0907344,citymun,1,0,1,22425,4934,0907344000,Tigbao,direct
physician,09083,province,18,12,30,694457,160424,0908001000,Zamboanga Sibugay,name_scoped
nurse,09083,province,64,128,192,694457,160424,0908001000,Zamboanga Sibugay,name_scoped
midwife,09083,province,102,105,207,694457,160424,0908001000,Zamboanga Sibugay,name_scoped
dentist,09083,province,7,0,7,694457,160424,0908001000,Zamboanga Sibugay,name_scoped
med_tech,09083,province,16,6,22,694457,160424,0908001000,Zamboanga Sibugay,name_scoped
nutritionist,09083,province,2,9,11,694457,160424,0908001000,Zamboanga Sibugay,name_scoped
sanitary_engineer,09083,province,0,0,0,694457,160424,0908001000,Zamboanga Sibugay,name_scoped
sanitary_inspector,09083,province,18,0,18,694457,160424,0908001000,Zamboanga Sibugay,name_scoped
physician,0908301,citymun,1,0,1,41467,9640,0908301000,Alicia,direct
nurse,0908301,citymun,5,7,12,41467,9640,0908301000,Alicia,direct
midwife,0908301,citymun,5,6,11,41467,9640,0908301000,Alicia,direct
dentist,0908301,citymun,0,0,0,41467,9640,0908301000,Alicia,direct
med_tech,0908301,citymun,1,0,1,41467,9640,0908301000,Alicia,direct
nutritionist,0908301,citymun,0,1,1,41467,9640,0908301000,Alicia,direct
sanitary_engineer,0908301,citymun,0,0,0,41467,9640,0908301000,Alicia,direct
sanitary_inspector,0908301,citymun,1,0,1,41467,9640,0908301000,Alicia,direct
physician,0908302,citymun,1,1,2,38890,9127,0908302000,Buug,direct
nurse,0908302,citymun,9,7,16,38890,9127,0908302000,Buug,direct
midwife,0908302,citymun,7,6,13,38890,9127,0908302000,Buug,direct
dentist,0908302,citymun,1,0,1,38890,9127,0908302000,Buug,direct
med_tech,0908302,citymun,2,0,2,38890,9127,0908302000,Buug,direct
nutritionist,0908302,citymun,0,0,0,38890,9127,0908302000,Buug,direct
sanitary_engineer,0908302,citymun,0,0,0,38890,9127,0908302000,Buug,direct
sanitary_inspector,0908302,citymun,1,0,1,38890,9127,0908302000,Buug,direct
physician,0908303,citymun,1,1,2,32999,7462,0908303000,Diplahan,direct
nurse,0908303,citymun,3,7,10,32999,7462,0908303000,Diplahan,direct
midwife,0908303,citymun,2,6,8,32999,7462,0908303000,Diplahan,direct
dentist,0908303,citymun,1,0,1,32999,7462,0908303000,Diplahan,direct
med_tech,0908303,citymun,1,1,2,32999,7462,0908303000,Diplahan,direct
nutritionist,0908303,citymun,0,0,0,32999,7462,0908303000,Diplahan,direct
sanitary_engineer,0908303,citymun,0,0,0,32999,7462,0908303000,Diplahan,direct
sanitary_inspector,0908303,citymun,1,0,1,32999,7462,0908303000,Diplahan,direct
physician,0908304,citymun,1,1,2,29660,6936,0908304000,Imelda,direct
nurse,0908304,citymun,3,9,12,29660,6936,0908304000,Imelda,direct
midwife,0908304,citymun,3,6,9,29660,6936,0908304000,Imelda,direct
dentist,0908304,citymun,1,0,1,29660,6936,0908304000,Imelda,direct
med_tech,0908304,citymun,1,0,1,29660,6936,0908304000,Imelda,direct
nutritionist,0908304,citymun,0,0,0,29660,6936,0908304000,Imelda,direct
sanitary_engineer,0908304,citymun,0,0,0,29660,6936,0908304000,Imelda,direct
sanitary_inspector,0908304,citymun,1,0,1,29660,6936,0908304000,Imelda,direct
physician,0908305,citymun,3,0,3,93509,22537,0908305000,Ipil,direct
nurse,0908305,citymun,5,9,14,93509,22537,0908305000,Ipil,direct
midwife,0908305,citymun,12,7,19,93509,22537,0908305000,Ipil,direct
dentist,0908305,citymun,0,0,0,93509,22537,0908305000,Ipil,direct
med_tech,0908305,citymun,1,1,2,93509,22537,0908305000,Ipil,direct
nutritionist,0908305,citymun,0,0,0,93509,22537,0908305000,Ipil,direct
sanitary_engineer,0908305,citymun,0,0,0,93509,22537,0908305000,Ipil,direct
sanitary_inspector,0908305,citymun,3,0,3,93509,22537,0908305000,Ipil,direct
physician,0908306,citymun,1,1,2,48307,10576,0908306000,Kabasalan,direct
nurse,0908306,citymun,2,6,8,48307,10576,0908306000,Kabasalan,direct
midwife,0908306,citymun,6,7,13,48307,10576,0908306000,Kabasalan,direct
dentist,0908306,citymun,0,0,0,48307,10576,0908306000,Kabasalan,direct
med_tech,0908306,citymun,1,1,2,48307,10576,0908306000,Kabasalan,direct
nutritionist,0908306,citymun,0,1,1,48307,10576,0908306000,Kabasalan,direct
sanitary_engineer,0908306,citymun,0,0,0,48307,10576,0908306000,Kabasalan,direct
sanitary_inspector,0908306,citymun,1,0,1,48307,10576,0908306000,Kabasalan,direct
physician,0908307,citymun,1,1,2,37879,7596,0908307000,Mabuhay,direct
nurse,0908307,citymun,3,10,13,37879,7596,0908307000,Mabuhay,direct
midwife,0908307,citymun,4,7,11,37879,7596,0908307000,Mabuhay,direct
dentist,0908307,citymun,0,0,0,37879,7596,0908307000,Mabuhay,direct
med_tech,0908307,citymun,0,1,1,37879,7596,0908307000,Mabuhay,direct
nutritionist,0908307,citymun,0,1,1,37879,7596,0908307000,Mabuhay,direct
sanitary_engineer,0908307,citymun,0,0,0,37879,7596,0908307000,Mabuhay,direct
sanitary_inspector,0908307,citymun,1,0,1,37879,7596,0908307000,Mabuhay,direct
physician,0908308,citymun,1,0,1,32857,8178,0908308000,Malangas,direct
nurse,0908308,citymun,3,10,13,32857,8178,0908308000,Malangas,direct
midwife,0908308,citymun,7,6,13,32857,8178,0908308000,Malangas,direct
dentist,0908308,citymun,0,0,0,32857,8178,0908308000,Malangas,direct
med_tech,0908308,citymun,1,0,1,32857,8178,0908308000,Malangas,direct
nutritionist,0908308,citymun,0,1,1,32857,8178,0908308000,Malangas,direct
sanitary_engineer,0908308,citymun,0,0,0,32857,8178,0908308000,Malangas,direct
sanitary_inspector,0908308,citymun,1,0,1,32857,8178,0908308000,Malangas,direct
physician,0908309,citymun,1,1,2,43657,9657,0908309000,Naga,direct
nurse,0908309,citymun,4,6,10,43657,9657,0908309000,Naga,direct
midwife,0908309,citymun,6,6,12,43657,9657,0908309000,Naga,direct
dentist,0908309,citymun,0,0,0,43657,9657,0908309000,Naga,direct
med_tech,0908309,citymun,1,0,1,43657,9657,0908309000,Naga,direct
nutritionist,0908309,citymun,1,1,2,43657,9657,0908309000,Naga,direct
sanitary_engineer,0908309,citymun,0,0,0,43657,9657,0908309000,Naga,direct
sanitary_inspector,0908309,citymun,1,0,1,43657,9657,0908309000,Naga,direct
physician,0908310,citymun,1,1,2,39231,8293,0908310000,Olutanga,direct
nurse,0908310,citymun,5,8,13,39231,8293,0908310000,Olutanga,direct
midwife,0908310,citymun,7,10,17,39231,8293,0908310000,Olutanga,direct
dentist,0908310,citymun,0,0,0,39231,8293,0908310000,Olutanga,direct
med_tech,0908310,citymun,0,1,1,39231,8293,0908310000,Olutanga,direct
nutritionist,0908310,citymun,0,0,0,39231,8293,0908310000,Olutanga,direct
sanitary_engineer,0908310,citymun,0,0,0,39231,8293,0908310000,Olutanga,direct
sanitary_inspector,0908310,citymun,1,0,1,39231,8293,0908310000,Olutanga,direct
physician,0908311,citymun,1,0,1,34192,8199,0908311000,Payao,direct
nurse,0908311,citymun,2,9,11,34192,8199,0908311000,Payao,direct
midwife,0908311,citymun,8,6,14,34192,8199,0908311000,Payao,direct
dentist,0908311,citymun,0,0,0,34192,8199,0908311000,Payao,direct
med_tech,0908311,citymun,1,0,1,34192,8199,0908311000,Payao,direct
nutritionist,0908311,citymun,0,1,1,34192,8199,0908311000,Payao,direct
sanitary_engineer,0908311,citymun,0,0,0,34192,8199,0908311000,Payao,direct
sanitary_inspector,0908311,citymun,1,0,1,34192,8199,0908311000,Payao,direct
physician,0908312,citymun,1,1,2,45364,11623,0908312000,Roseller Lim,direct
nurse,0908312,citymun,3,8,11,45364,11623,0908312000,Roseller Lim,direct
midwife,0908312,citymun,8,6,14,45364,11623,0908312000,Roseller Lim,direct
dentist,0908312,citymun,1,0,1,45364,11623,0908312000,Roseller Lim,direct
med_tech,0908312,citymun,1,0,1,45364,11623,0908312000,Roseller Lim,direct
nutritionist,0908312,citymun,1,0,1,45364,11623,0908312000,Roseller Lim,direct
sanitary_engineer,0908312,citymun,0,0,0,45364,11623,0908312000,Roseller Lim,direct
sanitary_inspector,0908312,citymun,1,0,1,45364,11623,0908312000,Roseller Lim,direct
physician,0908313,citymun,1,1,2,42357,10537,0908313000,Siay,direct
nurse,0908313,citymun,1,6,7,42357,10537,0908313000,Siay,direct
midwife,0908313,citymun,6,6,12,42357,10537,0908313000,Siay,direct
dentist,0908313,citymun,1,0,1,42357,10537,0908313000,Siay,direct
med_tech,0908313,citymun,2,0,2,42357,10537,0908313000,Siay,direct
nutritionist,0908313,citymun,0,0,0,42357,10537,0908313000,Siay,direct
sanitary_engineer,0908313,citymun,0,0,0,42357,10537,0908313000,Siay,direct
sanitary_inspector,0908313,citymun,1,0,1,42357,10537,0908313000,Siay,direct
physician,0908314,citymun,1,1,2,28212,5561,0908314000,Talusan,direct
nurse,0908314,citymun,2,12,14,28212,5561,0908314000,Talusan,direct
midwife,0908314,citymun,4,8,12,28212,5561,0908314000,Talusan,direct
dentist,0908314,citymun,0,0,0,28212,5561,0908314000,Talusan,direct
med_tech,0908314,citymun,1,0,1,28212,5561,0908314000,Talusan,direct
nutritionist,0908314,citymun,0,1,1,28212,5561,0908314000,Talusan,direct
sanitary_engineer,0908314,citymun,0,0,0,28212,5561,0908314000,Talusan,direct
sanitary_inspector,0908314,citymun,1,0,1,28212,5561,0908314000,Talusan,direct
physician,0908315,citymun,1,1,2,56532,13333,0908315000,Titay,direct
nurse,0908315,citymun,10,7,17,56532,13333,0908315000,Titay,direct
midwife,0908315,citymun,12,6,18,56532,13333,0908315000,Titay,direct
dentist,0908315,citymun,1,0,1,56532,13333,0908315000,Titay,direct
med_tech,0908315,citymun,1,0,1,56532,13333,0908315000,Titay,direct
nutritionist,0908315,citymun,0,1,1,56532,13333,0908315000,Titay,direct
sanitary_engineer,0908315,citymun,0,0,0,56532,13333,0908315000,Titay,direct
sanitary_inspector,0908315,citymun,1,0,1,56532,13333,0908315000,Titay,direct
physician,0908316,citymun,1,1,2,49344,11169,0908316000,Tungawan,direct
nurse,0908316,citymun,4,7,11,49344,11169,0908316000,Tungawan,direct
midwife,0908316,citymun,5,6,11,49344,11169,0908316000,Tungawan,direct
dentist,0908316,citymun,1,0,1,49344,11169,0908316000,Tungawan,direct
med_tech,0908316,citymun,1,1,2,49344,11169,0908316000,Tungawan,direct
nutritionist,0908316,citymun,0,1,1,49344,11169,0908316000,Tungawan,direct
sanitary_engineer,0908316,citymun,0,0,0,49344,11169,0908316000,Tungawan,direct
sanitary_inspector,0908316,citymun,1,0,1,49344,11169,0908316000,Tungawan,direct
physician,09317,province,28,0,28,1020923,237512,0931700000,City of Zamboanga,direct
nurse,09317,province,146,26,172,1020923,237512,0931700000,City of Zamboanga,direct
midwife,09317,province,114,34,148,1020923,237512,0931700000,City of Zamboanga,direct
dentist,09317,province,4,0,4,1020923,237512,0931700000,City of Zamboanga,direct
med_tech,09317,province,18,1,19,1020923,237512,0931700000,City of Zamboanga,direct
nutritionist,09317,province,3,1,4,1020923,237512,0931700000,City of Zamboanga,direct
sanitary_engineer,09317,province,0,0,0,1020923,237512,0931700000,City of Zamboanga,direct
sanitary_inspector,09317,province,33,0,33,1020923,237512,0931700000,City of Zamboanga,direct
physician,0990101,citymun,5,0,5,132216,27010,0990101000,City of Isabela,direct
nurse,0990101,citymun,19,13,32,132216,27010,0990101000,City of Isabela,direct
midwife,0990101,citymun,20,24,44,132216,27010,0990101000,City of Isabela,direct
dentist,0990101,citymun,1,0,1,132216,27010,0990101000,City of Isabela,direct
med_tech,0990101,citymun,5,1,6,132216,27010,0990101000,City of Isabela,direct
nutritionist,0990101,citymun,2,0,2,132216,27010,0990101000,City of Isabela,direct
sanitary_engineer,0990101,citymun,0,0,0,132216,27010,0990101000,City of Isabela,direct
sanitary_inspector,0990101,citymun,7,0,7,132216,27010,0990101000,City of Isabela,direct
physician,10,region,181,63,244,5303722,1264629,1000000000,Region 10,direct
nurse,10,region,356,857,1213,5303722,1264629,1000000000,Region 10,direct
midwife,10,region,1023,469,1492,5303722,1264629,1000000000,Region 10,direct
dentist,10,region,46,14,60,5303722,1264629,1000000000,Region 10,direct
med_tech,10,region,151,33,184,5303722,1264629,1000000000,Region 10,direct
nutritionist,10,region,31,38,69,5303722,1264629,1000000000,Region 10,direct
sanitary_engineer,10,region,0,0,0,5303722,1264629,1000000000,Region 10,direct
sanitary_inspector,10,region,137,0,137,5303722,1264629,1000000000,Region 10,direct
physician,10013,province,56,19,75,1655360,383558,1001300000,Bukidnon,direct
nurse,10013,province,116,268,384,1655360,383558,1001300000,Bukidnon,direct
