cadre,geo_code,geo_level,lgu_hired,doh_hired,total,population_2025,households_2025,source_psgc,source_area_name,geo_resolution
sanitary_engineer,0506212,citymun,0,0,0,43855,9875,0506212000,Matnog,direct
sanitary_inspector,0506212,citymun,1,0,1,43855,9875,0506212000,Matnog,direct
physician,0506213,citymun,3,1,4,79733,17532,0506213000,Pilar,direct
nurse,0506213,citymun,7,16,23,79733,17532,0506213000,Pilar,direct
midwife,0506213,citymun,10,9,19,79733,17532,0506213000,Pilar,direct
dentist,0506213,citymun,0,0,0,79733,17532,0506213000,Pilar,direct
med_tech,0506213,citymun,4,1,5,79733,17532,0506213000,Pilar,direct
nutritionist,0506213,citymun,1,1,2,79733,17532,0506213000,Pilar,direct
sanitary_engineer,0506213,citymun,0,0,0,79733,17532,0506213000,Pilar,direct
sanitary_inspector,0506213,citymun,1,0,1,79733,17532,0506213000,Pilar,direct
physician,0506214,citymun,1,0,1,22998,5432,0506214000,Prieto Diaz,direct
nurse,0506214,citymun,2,4,6,22998,5432,0506214000,Prieto Diaz,direct
midwife,0506214,citymun,5,13,18,22998,5432,0506214000,Prieto Diaz,direct
dentist,0506214,citymun,1,0,1,22998,5432,0506214000,Prieto Diaz,direct
med_tech,0506214,citymun,1,1,2,22998,5432,0506214000,Prieto Diaz,direct
nutritionist,0506214,citymun,0,1,1,22998,5432,0506214000,Prieto Diaz,direct
sanitary_engineer,0506214,citymun,0,0,0,22998,5432,0506214000,Prieto Diaz,direct
sanitary_inspector,0506214,citymun,1,0,1,22998,5432,0506214000,Prieto Diaz,direct
physician,0506215,citymun,0,1,1,17149,3973,0506215000,Santa Magdalena,direct
nurse,0506215,citymun,1,4,5,17149,3973,0506215000,Santa Magdalena,direct
midwife,0506215,citymun,4,5,9,17149,3973,0506215000,Santa Magdalena,direct
dentist,0506215,citymun,0,0,0,17149,3973,0506215000,Santa Magdalena,direct
med_tech,0506215,citymun,1,0,1,17149,3973,0506215000,Santa Magdalena,direct
nutritionist,0506215,citymun,0,0,0,17149,3973,0506215000,Santa Magdalena,direct
sanitary_engineer,0506215,citymun,0,0,0,17149,3973,0506215000,Santa Magdalena,direct
sanitary_inspector,0506215,citymun,1,0,1,17149,3973,0506215000,Santa Magdalena,direct
physician,0506216,citymun,6,0,6,190601,42801,0506216000,City of Sorsogon,direct
nurse,0506216,citymun,14,10,24,190601,42801,0506216000,City of Sorsogon,direct
midwife,0506216,citymun,66,10,76,190601,42801,0506216000,City of Sorsogon,direct
dentist,0506216,citymun,3,0,3,190601,42801,0506216000,City of Sorsogon,direct
med_tech,0506216,citymun,4,1,5,190601,42801,0506216000,City of Sorsogon,direct
nutritionist,0506216,citymun,1,0,1,190601,42801,0506216000,City of Sorsogon,direct
sanitary_engineer,0506216,citymun,0,0,0,190601,42801,0506216000,City of Sorsogon,direct
sanitary_inspector,0506216,citymun,2,0,2,190601,42801,0506216000,City of Sorsogon,direct
physician,0501724,citymun,8,0,8,220849,48554,0501724000,City of Naga,direct
nurse,0501724,citymun,17,9,26,220849,48554,0501724000,City of Naga,direct
midwife,0501724,citymun,28,4,32,220849,48554,0501724000,City of Naga,direct
dentist,0501724,citymun,4,0,4,220849,48554,0501724000,City of Naga,direct
med_tech,0501724,citymun,3,0,3,220849,48554,0501724000,City of Naga,direct
nutritionist,0501724,citymun,1,0,1,220849,48554,0501724000,City of Naga,direct
sanitary_engineer,0501724,citymun,1,0,1,220849,48554,0501724000,City of Naga,direct
sanitary_inspector,0501724,citymun,4,0,4,220849,48554,0501724000,City of Naga,direct
physician,06,region,207,62,269,4794970,1174625,0600000000,Region 6,direct
nurse,06,region,469,356,825,4794970,1174625,0600000000,Region 6,direct
midwife,06,region,1101,384,1485,4794970,1174625,0600000000,Region 6,direct
dentist,06,region,61,21,82,4794970,1174625,0600000000,Region 6,direct
med_tech,06,region,187,24,211,4794970,1174625,0600000000,Region 6,direct
nutritionist,06,region,10,4,14,4794970,1174625,0600000000,Region 6,direct
sanitary_engineer,06,region,0,0,0,4794970,1174625,0600000000,Region 6,direct
sanitary_inspector,06,region,157,0,157,4794970,1174625,0600000000,Region 6,direct
physician,06004,province,20,12,32,629786,154846,0600400000,Aklan,direct
nurse,06004,province,69,67,136,629786,154846,0600400000,Aklan,direct
midwife,06004,province,117,64,181,629786,154846,0600400000,Aklan,direct
dentist,06004,province,4,3,7,629786,154846,0600400000,Aklan,direct
med_tech,06004,province,11,1,12,629786,154846,0600400000,Aklan,direct
nutritionist,06004,province,0,0,0,629786,154846,0600400000,Aklan,direct
sanitary_engineer,06004,province,0,0,0,629786,154846,0600400000,Aklan,direct
sanitary_inspector,06004,province,11,0,11,629786,154846,0600400000,Aklan,direct
physician,0600401,citymun,1,1,2,25810,6546,0600401000,Altavas,direct
nurse,0600401,citymun,6,3,9,25810,6546,0600401000,Altavas,direct
midwife,0600401,citymun,6,4,10,25810,6546,0600401000,Altavas,direct
dentist,0600401,citymun,0,0,0,25810,6546,0600401000,Altavas,direct
med_tech,0600401,citymun,0,0,0,25810,6546,0600401000,Altavas,direct
nutritionist,0600401,citymun,0,0,0,25810,6546,0600401000,Altavas,direct
sanitary_engineer,0600401,citymun,0,0,0,25810,6546,0600401000,Altavas,direct
sanitary_inspector,0600401,citymun,0,0,0,25810,6546,0600401000,Altavas,direct
physician,0600402,citymun,1,1,2,31237,7654,0600402000,Balete,direct
nurse,0600402,citymun,2,5,7,31237,7654,0600402000,Balete,direct
midwife,0600402,citymun,5,5,10,31237,7654,0600402000,Balete,direct
dentist,0600402,citymun,0,0,0,31237,7654,0600402000,Balete,direct
med_tech,0600402,citymun,0,0,0,31237,7654,0600402000,Balete,direct
nutritionist,0600402,citymun,0,0,0,31237,7654,0600402000,Balete,direct
sanitary_engineer,0600402,citymun,0,0,0,31237,7654,0600402000,Balete,direct
sanitary_inspector,0600402,citymun,0,0,0,31237,7654,0600402000,Balete,direct
physician,0600403,citymun,1,1,2,40421,10078,0600403000,Banga,direct
nurse,0600403,citymun,4,4,8,40421,10078,0600403000,Banga,direct
midwife,0600403,citymun,9,3,12,40421,10078,0600403000,Banga,direct
dentist,0600403,citymun,1,1,2,40421,10078,0600403000,Banga,direct
med_tech,0600403,citymun,0,0,0,40421,10078,0600403000,Banga,direct
nutritionist,0600403,citymun,0,0,0,40421,10078,0600403000,Banga,direct
sanitary_engineer,0600403,citymun,0,0,0,40421,10078,0600403000,Banga,direct
sanitary_inspector,0600403,citymun,0,0,0,40421,10078,0600403000,Banga,direct
physician,0600404,citymun,1,1,2,33484,8411,0600404000,Batan,direct
nurse,0600404,citymun,3,4,7,33484,8411,0600404000,Batan,direct
midwife,0600404,citymun,7,3,10,33484,8411,0600404000,Batan,direct
dentist,0600404,citymun,0,0,0,33484,8411,0600404000,Batan,direct
med_tech,0600404,citymun,0,0,0,33484,8411,0600404000,Batan,direct
nutritionist,0600404,citymun,0,0,0,33484,8411,0600404000,Batan,direct
sanitary_engineer,0600404,citymun,0,0,0,33484,8411,0600404000,Batan,direct
sanitary_inspector,0600404,citymun,0,0,0,33484,8411,0600404000,Batan,direct
physician,0600405,citymun,1,0,1,19360,4874,0600405000,Buruanga,direct
nurse,0600405,citymun,1,4,5,19360,4874,0600405000,Buruanga,direct
midwife,0600405,citymun,5,3,8,19360,4874,0600405000,Buruanga,direct
dentist,0600405,citymun,0,0,0,19360,4874,0600405000,Buruanga,direct
med_tech,0600405,citymun,0,0,0,19360,4874,0600405000,Buruanga,direct
nutritionist,0600405,citymun,0,0,0,19360,4874,0600405000,Buruanga,direct
sanitary_engineer,0600405,citymun,0,0,0,19360,4874,0600405000,Buruanga,direct
sanitary_inspector,0600405,citymun,0,0,0,19360,4874,0600405000,Buruanga,direct
physician,0600406,citymun,2,0,2,53344,12826,0600406000,Ibajay,direct
nurse,0600406,citymun,4,2,6,53344,12826,0600406000,Ibajay,direct
midwife,0600406,citymun,9,3,12,53344,12826,0600406000,Ibajay,direct
dentist,0600406,citymun,1,0,1,53344,12826,0600406000,Ibajay,direct
med_tech,0600406,citymun,2,0,2,53344,12826,0600406000,Ibajay,direct
nutritionist,0600406,citymun,0,0,0,53344,12826,0600406000,Ibajay,direct
sanitary_engineer,0600406,citymun,0,0,0,53344,12826,0600406000,Ibajay,direct
sanitary_inspector,0600406,citymun,2,0,2,53344,12826,0600406000,Ibajay,direct
physician,0600407,citymun,3,0,3,92066,21684,0600407000,Kalibo,direct
nurse,0600407,citymun,7,1,8,92066,21684,0600407000,Kalibo,direct
midwife,0600407,citymun,11,1,12,92066,21684,0600407000,Kalibo,direct
dentist,0600407,citymun,0,1,1,92066,21684,0600407000,Kalibo,direct
med_tech,0600407,citymun,0,0,0,92066,21684,0600407000,Kalibo,direct
nutritionist,0600407,citymun,0,0,0,92066,21684,0600407000,Kalibo,direct
sanitary_engineer,0600407,citymun,0,0,0,92066,21684,0600407000,Kalibo,direct
sanitary_inspector,0600407,citymun,0,0,0,92066,21684,0600407000,Kalibo,direct
physician,0600408,citymun,0,1,1,15649,3919,0600408000,Lezo,direct
nurse,0600408,citymun,1,5,6,15649,3919,0600408000,Lezo,direct
midwife,0600408,citymun,4,4,8,15649,3919,0600408000,Lezo,direct
dentist,0600408,citymun,0,1,1,15649,3919,0600408000,Lezo,direct
med_tech,0600408,citymun,0,1,1,15649,3919,0600408000,Lezo,direct
nutritionist,0600408,citymun,0,0,0,15649,3919,0600408000,Lezo,direct
sanitary_engineer,0600408,citymun,0,0,0,15649,3919,0600408000,Lezo,direct
sanitary_inspector,0600408,citymun,1,0,1,15649,3919,0600408000,Lezo,direct
physician,0600409,citymun,1,1,2,29065,7276,0600409000,Libacao,direct
nurse,0600409,citymun,2,6,8,29065,7276,0600409000,Libacao,direct
midwife,0600409,citymun,6,5,11,29065,7276,0600409000,Libacao,direct
dentist,0600409,citymun,0,0,0,29065,7276,0600409000,Libacao,direct
med_tech,0600409,citymun,0,0,0,29065,7276,0600409000,Libacao,direct
nutritionist,0600409,citymun,0,0,0,29065,7276,0600409000,Libacao,direct
sanitary_engineer,0600409,citymun,0,0,0,29065,7276,0600409000,Libacao,direct
sanitary_inspector,0600409,citymun,0,0,0,29065,7276,0600409000,Libacao,direct
physician,0600410,citymun,1,1,2,19051,4675,0600410000,Madalag,direct
nurse,0600410,citymun,5,7,12,19051,4675,0600410000,Madalag,direct
midwife,0600410,citymun,6,6,12,19051,4675,0600410000,Madalag,direct
dentist,0600410,citymun,0,0,0,19051,4675,0600410000,Madalag,direct
med_tech,0600410,citymun,0,0,0,19051,4675,0600410000,Madalag,direct
nutritionist,0600410,citymun,0,0,0,19051,4675,0600410000,Madalag,direct
sanitary_engineer,0600410,citymun,0,0,0,19051,4675,0600410000,Madalag,direct
sanitary_inspector,0600410,citymun,0,0,0,19051,4675,0600410000,Madalag,direct
physician,0600411,citymun,1,1,2,30387,7558,0600411000,Makato,direct
nurse,0600411,citymun,2,3,5,30387,7558,0600411000,Makato,direct
midwife,0600411,citymun,6,3,9,30387,7558,0600411000,Makato,direct
dentist,0600411,citymun,0,0,0,30387,7558,0600411000,Makato,direct
med_tech,0600411,citymun,0,0,0,30387,7558,0600411000,Makato,direct
nutritionist,0600411,citymun,0,0,0,30387,7558,0600411000,Makato,direct
sanitary_engineer,0600411,citymun,0,0,0,30387,7558,0600411000,Makato,direct
sanitary_inspector,0600411,citymun,0,0,0,30387,7558,0600411000,Makato,direct
physician,0600412,citymun,1,1,2,62432,15824,0600412000,Malay,direct
nurse,0600412,citymun,13,3,16,62432,15824,0600412000,Malay,direct
midwife,0600412,citymun,10,3,13,62432,15824,0600412000,Malay,direct
dentist,0600412,citymun,1,0,1,62432,15824,0600412000,Malay,direct
med_tech,0600412,citymun,6,0,6,62432,15824,0600412000,Malay,direct
nutritionist,0600412,citymun,0,0,0,62432,15824,0600412000,Malay,direct
sanitary_engineer,0600412,citymun,0,0,0,62432,15824,0600412000,Malay,direct
sanitary_inspector,0600412,citymun,6,0,6,62432,15824,0600412000,Malay,direct
physician,0600413,citymun,1,0,1,24575,6105,0600413000,Malinao,direct
nurse,0600413,citymun,4,5,9,24575,6105,0600413000,Malinao,direct
midwife,0600413,citymun,7,4,11,24575,6105,0600413000,Malinao,direct
dentist,0600413,citymun,0,0,0,24575,6105,0600413000,Malinao,direct
med_tech,0600413,citymun,1,0,1,24575,6105,0600413000,Malinao,direct
nutritionist,0600413,citymun,0,0,0,24575,6105,0600413000,Malinao,direct
sanitary_engineer,0600413,citymun,0,0,0,24575,6105,0600413000,Malinao,direct
sanitary_inspector,0600413,citymun,1,0,1,24575,6105,0600413000,Malinao,direct
physician,0600414,citymun,1,1,2,42021,10205,0600414000,Nabas,direct
nurse,0600414,citymun,4,4,8,42021,10205,0600414000,Nabas,direct
midwife,0600414,citymun,8,4,12,42021,10205,0600414000,Nabas,direct
dentist,0600414,citymun,1,0,1,42021,10205,0600414000,Nabas,direct
med_tech,0600414,citymun,0,0,0,42021,10205,0600414000,Nabas,direct
nutritionist,0600414,citymun,0,0,0,42021,10205,0600414000,Nabas,direct
sanitary_engineer,0600414,citymun,0,0,0,42021,10205,0600414000,Nabas,direct
sanitary_inspector,0600414,citymun,0,0,0,42021,10205,0600414000,Nabas,direct
physician,0600415,citymun,1,1,2,49766,12382,0600415000,New Washington,direct
nurse,0600415,citymun,4,2,6,49766,12382,0600415000,New Washington,direct
midwife,0600415,citymun,7,8,15,49766,12382,0600415000,New Washington,direct
dentist,0600415,citymun,0,0,0,49766,12382,0600415000,New Washington,direct
med_tech,0600415,citymun,0,0,0,49766,12382,0600415000,New Washington,direct
nutritionist,0600415,citymun,0,0,0,49766,12382,0600415000,New Washington,direct
sanitary_engineer,0600415,citymun,0,0,0,49766,12382,0600415000,New Washington,direct
sanitary_inspector,0600415,citymun,0,0,0,49766,12382,0600415000,New Washington,direct
physician,0600416,citymun,2,0,2,36688,8845,0600416000,Numancia,direct
nurse,0600416,citymun,5,3,8,36688,8845,0600416000,Numancia,direct
midwife,0600416,citymun,6,2,8,36688,8845,0600416000,Numancia,direct
dentist,0600416,citymun,0,0,0,36688,8845,0600416000,Numancia,direct
med_tech,0600416,citymun,0,0,0,36688,8845,0600416000,Numancia,direct
nutritionist,0600416,citymun,0,0,0,36688,8845,0600416000,Numancia,direct
sanitary_engineer,0600416,citymun,0,0,0,36688,8845,0600416000,Numancia,direct
sanitary_inspector,0600416,citymun,0,0,0,36688,8845,0600416000,Numancia,direct
physician,0600417,citymun,1,1,2,24430,5984,0600417000,Tangalan,direct
nurse,0600417,citymun,2,6,8,24430,5984,0600417000,Tangalan,direct
midwife,0600417,citymun,5,3,8,24430,5984,0600417000,Tangalan,direct
dentist,0600417,citymun,0,0,0,24430,5984,0600417000,Tangalan,direct
med_tech,0600417,citymun,2,0,2,24430,5984,0600417000,Tangalan,direct
nutritionist,0600417,citymun,0,0,0,24430,5984,0600417000,Tangalan,direct
sanitary_engineer,0600417,citymun,0,0,0,24430,5984,0600417000,Tangalan,direct
sanitary_inspector,0600417,citymun,1,0,1,24430,5984,0600417000,Tangalan,direct
physician,06006,province,34,8,42,615896,148363,0600600000,Antique,direct
nurse,06006,province,82,73,155,615896,148363,0600600000,Antique,direct
midwife,06006,province,194,66,260,615896,148363,0600600000,Antique,direct
dentist,06006,province,6,3,9,615896,148363,0600600000,Antique,direct
med_tech,06006,province,33,4,37,615896,148363,0600600000,Antique,direct
nutritionist,06006,province,0,3,3,615896,148363,0600600000,Antique,direct
sanitary_engineer,06006,province,0,0,0,615896,148363,0600600000,Antique,direct
sanitary_inspector,06006,province,19,0,19,615896,148363,0600600000,Antique,direct
physician,0600601,citymun,1,0,1,22018,5466,0600601000,Anini-Y,direct
nurse,0600601,citymun,2,2,4,22018,5466,0600601000,Anini-Y,direct
midwife,0600601,citymun,9,2,11,22018,5466,0600601000,Anini-Y,direct
dentist,0600601,citymun,1,3,4,22018,5466,0600601000,Anini-Y,direct
med_tech,0600601,citymun,3,0,3,22018,5466,0600601000,Anini-Y,direct
nutritionist,0600601,citymun,0,3,3,22018,5466,0600601000,Anini-Y,direct
sanitary_engineer,0600601,citymun,0,0,0,22018,5466,0600601000,Anini-Y,direct
sanitary_inspector,0600601,citymun,0,0,0,22018,5466,0600601000,Anini-Y,direct
physician,0600602,citymun,2,0,2,23362,6034,0600602000,Barbaza,direct
nurse,0600602,citymun,1,5,6,23362,6034,0600602000,Barbaza,direct
midwife,0600602,citymun,8,3,11,23362,6034,0600602000,Barbaza,direct
dentist,0600602,citymun,0,0,0,23362,6034,0600602000,Barbaza,direct
med_tech,0600602,citymun,0,0,0,23362,6034,0600602000,Barbaza,direct
nutritionist,0600602,citymun,0,0,0,23362,6034,0600602000,Barbaza,direct
sanitary_engineer,0600602,citymun,0,0,0,23362,6034,0600602000,Barbaza,direct
sanitary_inspector,0600602,citymun,1,0,1,23362,6034,0600602000,Barbaza,direct
physician,0600603,citymun,1,0,1,14129,3412,0600603000,Belison,direct
nurse,0600603,citymun,1,5,6,14129,3412,0600603000,Belison,direct
midwife,0600603,citymun,3,3,6,14129,3412,0600603000,Belison,direct
dentist,0600603,citymun,0,0,0,14129,3412,0600603000,Belison,direct
med_tech,0600603,citymun,0,1,1,14129,3412,0600603000,Belison,direct
nutritionist,0600603,citymun,0,0,0,14129,3412,0600603000,Belison,direct
sanitary_engineer,0600603,citymun,0,0,0,14129,3412,0600603000,Belison,direct
sanitary_inspector,0600603,citymun,1,0,1,14129,3412,0600603000,Belison,direct
physician,0600604,citymun,1,0,1,34676,8172,0600604000,Bugasong,direct
nurse,0600604,citymun,2,3,5,34676,8172,0600604000,Bugasong,direct
midwife,0600604,citymun,11,3,14,34676,8172,0600604000,Bugasong,direct
dentist,0600604,citymun,0,0,0,34676,8172,0600604000,Bugasong,direct
med_tech,0600604,citymun,2,1,3,34676,8172,0600604000,Bugasong,direct
nutritionist,0600604,citymun,0,0,0,34676,8172,0600604000,Bugasong,direct
sanitary_engineer,0600604,citymun,0,0,0,34676,8172,0600604000,Bugasong,direct
sanitary_inspector,0600604,citymun,1,0,1,34676,8172,0600604000,Bugasong,direct
physician,0600605,citymun,3,1,4,40719,9465,0600605000,Caluya,direct
nurse,0600605,citymun,10,2,12,40719,9465,0600605000,Caluya,direct
midwife,0600605,citymun,11,1,12,40719,9465,0600605000,Caluya,direct
dentist,0600605,citymun,0,0,0,40719,9465,0600605000,Caluya,direct
med_tech,0600605,citymun,2,0,2,40719,9465,0600605000,Caluya,direct
nutritionist,0600605,citymun,0,0,0,40719,9465,0600605000,Caluya,direct
sanitary_engineer,0600605,citymun,0,0,0,40719,9465,0600605000,Caluya,direct
sanitary_inspector,0600605,citymun,0,0,0,40719,9465,0600605000,Caluya,direct
physician,0600606,citymun,4,1,5,44494,11075,0600606000,Culasi,direct
nurse,0600606,citymun,14,3,17,44494,11075,0600606000,Culasi,direct
midwife,0600606,citymun,12,2,14,44494,11075,0600606000,Culasi,direct
dentist,0600606,citymun,0,0,0,44494,11075,0600606000,Culasi,direct
med_tech,0600606,citymun,3,0,3,44494,11075,0600606000,Culasi,direct
nutritionist,0600606,citymun,0,0,0,44494,11075,0600606000,Culasi,direct
sanitary_engineer,0600606,citymun,0,0,0,44494,11075,0600606000,Culasi,direct
sanitary_inspector,0600606,citymun,2,0,2,44494,11075,0600606000,Culasi,direct
physician,0600607,citymun,1,1,2,33816,8148,0600607000,Tobias Fornier,direct
nurse,0600607,citymun,4,6,10,33816,8148,0600607000,Tobias Fornier,direct
midwife,0600607,citymun,13,7,20,33816,8148,0600607000,Tobias Fornier,direct
dentist,0600607,citymun,0,0,0,33816,8148,0600607000,Tobias Fornier,direct
med_tech,0600607,citymun,1,0,1,33816,8148,0600607000,Tobias Fornier,direct
nutritionist,0600607,citymun,0,0,0,33816,8148,0600607000,Tobias Fornier,direct
sanitary_engineer,0600607,citymun,0,0,0,33816,8148,0600607000,Tobias Fornier,direct
sanitary_inspector,0600607,citymun,2,0,2,33816,8148,0600607000,Tobias Fornier,direct
physician,0600608,citymun,2,0,2,52715,12425,0600608000,Hamtic,direct
nurse,0600608,citymun,6,6,12,52715,12425,0600608000,Hamtic,direct
midwife,0600608,citymun,13,8,21,52715,12425,0600608000,Hamtic,direct
dentist,0600608,citymun,0,0,0,52715,12425,0600608000,Hamtic,direct
med_tech,0600608,citymun,1,1,2,52715,12425,0600608000,Hamtic,direct
nutritionist,0600608,citymun,0,0,0,52715,12425,0600608000,Hamtic,direct
sanitary_engineer,0600608,citymun,0,0,0,52715,12425,0600608000,Hamtic,direct
sanitary_inspector,0600608,citymun,1,0,1,52715,12425,0600608000,Hamtic,direct
physician,0600609,citymun,1,1,2,26609,6681,0600609000,Laua-An,direct
nurse,0600609,citymun,3,6,9,26609,6681,0600609000,Laua-An,direct
midwife,0600609,citymun,13,10,23,26609,6681,0600609000,Laua-An,direct
dentist,0600609,citymun,0,0,0,26609,6681,0600609000,Laua-An,direct
med_tech,0600609,citymun,2,0,2,26609,6681,0600609000,Laua-An,direct
nutritionist,0600609,citymun,0,0,0,26609,6681,0600609000,Laua-An,direct
sanitary_engineer,0600609,citymun,0,0,0,26609,6681,0600609000,Laua-An,direct
sanitary_inspector,0600609,citymun,1,0,1,26609,6681,0600609000,Laua-An,direct
physician,0600610,citymun,1,1,2,17517,4513,0600610000,Libertad,direct
nurse,0600610,citymun,1,2,3,17517,4513,0600610000,Libertad,direct
midwife,0600610,citymun,8,0,8,17517,4513,0600610000,Libertad,direct
dentist,0600610,citymun,0,0,0,17517,4513,0600610000,Libertad,direct
med_tech,0600610,citymun,1,0,1,17517,4513,0600610000,Libertad,direct
nutritionist,0600610,citymun,0,0,0,17517,4513,0600610000,Libertad,direct
sanitary_engineer,0600610,citymun,0,0,0,17517,4513,0600610000,Libertad,direct
sanitary_inspector,0600610,citymun,1,0,1,17517,4513,0600610000,Libertad,direct
physician,0600611,citymun,4,1,5,35967,8949,0600611000,Pandan,direct
nurse,0600611,citymun,4,5,9,35967,8949,0600611000,Pandan,direct
midwife,0600611,citymun,13,2,15,35967,8949,0600611000,Pandan,direct
dentist,0600611,citymun,0,0,0,35967,8949,0600611000,Pandan,direct
med_tech,0600611,citymun,1,0,1,35967,8949,0600611000,Pandan,direct
nutritionist,0600611,citymun,0,0,0,35967,8949,0600611000,Pandan,direct
sanitary_engineer,0600611,citymun,0,0,0,35967,8949,0600611000,Pandan,direct
sanitary_inspector,0600611,citymun,1,0,1,35967,8949,0600611000,Pandan,direct
physician,0600612,citymun,2,0,2,38342,9788,0600612000,Patnongon,direct
nurse,0600612,citymun,2,3,5,38342,9788,0600612000,Patnongon,direct
midwife,0600612,citymun,11,3,14,38342,9788,0600612000,Patnongon,direct
dentist,0600612,citymun,0,0,0,38342,9788,0600612000,Patnongon,direct
med_tech,0600612,citymun,0,1,1,38342,9788,0600612000,Patnongon,direct
nutritionist,0600612,citymun,0,0,0,38342,9788,0600612000,Patnongon,direct
sanitary_engineer,0600612,citymun,0,0,0,38342,9788,0600612000,Patnongon,direct
sanitary_inspector,0600612,citymun,1,0,1,38342,9788,0600612000,Patnongon,direct
physician,0600613,citymun,5,0,5,65662,14867,0600613000,San Jose,direct
nurse,0600613,citymun,11,2,13,65662,14867,0600613000,San Jose,direct
midwife,0600613,citymun,20,2,22,65662,14867,0600613000,San Jose,direct
dentist,0600613,citymun,1,0,1,65662,14867,0600613000,San Jose,direct
med_tech,0600613,citymun,5,0,5,65662,14867,0600613000,San Jose,direct
nutritionist,0600613,citymun,0,0,0,65662,14867,0600613000,San Jose,direct
sanitary_engineer,0600613,citymun,0,0,0,65662,14867,0600613000,San Jose,direct
sanitary_inspector,0600613,citymun,1,0,1,65662,14867,0600613000,San Jose,direct
physician,0600614,citymun,1,0,1,34233,7952,0600614000,San Remigio,direct
nurse,0600614,citymun,6,9,15,34233,7952,0600614000,San Remigio,direct
midwife,0600614,citymun,13,7,20,34233,7952,0600614000,San Remigio,direct
dentist,0600614,citymun,0,0,0,34233,7952,0600614000,San Remigio,direct
med_tech,0600614,citymun,2,0,2,34233,7952,0600614000,San Remigio,direct
nutritionist,0600614,citymun,0,0,0,34233,7952,0600614000,San Remigio,direct
sanitary_engineer,0600614,citymun,0,0,0,34233,7952,0600614000,San Remigio,direct
sanitary_inspector,0600614,citymun,1,0,1,34233,7952,0600614000,San Remigio,direct
physician,0600615,citymun,2,0,2,18820,4562,0600615000,Sebaste,direct
nurse,0600615,citymun,2,4,6,18820,4562,0600615000,Sebaste,direct
midwife,0600615,citymun,6,1,7,18820,4562,0600615000,Sebaste,direct
dentist,0600615,citymun,1,0,1,18820,4562,0600615000,Sebaste,direct
med_tech,0600615,citymun,2,0,2,18820,4562,0600615000,Sebaste,direct
nutritionist,0600615,citymun,0,0,0,18820,4562,0600615000,Sebaste,direct
sanitary_engineer,0600615,citymun,0,0,0,18820,4562,0600615000,Sebaste,direct
sanitary_inspector,0600615,citymun,1,0,1,18820,4562,0600615000,Sebaste,direct
physician,0600616,citymun,1,1,2,64124,15175,0600616000,Sibalom,direct
nurse,0600616,citymun,6,4,10,64124,15175,0600616000,Sibalom,direct
midwife,0600616,citymun,15,3,18,64124,15175,0600616000,Sibalom,direct
dentist,0600616,citymun,2,0,2,64124,15175,0600616000,Sibalom,direct
med_tech,0600616,citymun,2,0,2,64124,15175,0600616000,Sibalom,direct
nutritionist,0600616,citymun,0,0,0,64124,15175,0600616000,Sibalom,direct
sanitary_engineer,0600616,citymun,0,0,0,64124,15175,0600616000,Sibalom,direct
sanitary_inspector,0600616,citymun,3,0,3,64124,15175,0600616000,Sibalom,direct
physician,0600617,citymun,1,1,2,28700,6924,0600617000,Tibiao,direct
nurse,0600617,citymun,4,2,6,28700,6924,0600617000,Tibiao,direct
midwife,0600617,citymun,7,3,10,28700,6924,0600617000,Tibiao,direct
dentist,0600617,citymun,1,0,1,28700,6924,0600617000,Tibiao,direct
med_tech,0600617,citymun,4,0,4,28700,6924,0600617000,Tibiao,direct
nutritionist,0600617,citymun,0,0,0,28700,6924,0600617000,Tibiao,direct
sanitary_engineer,0600617,citymun,0,0,0,28700,6924,0600617000,Tibiao,direct
sanitary_inspector,0600617,citymun,0,0,0,28700,6924,0600617000,Tibiao,direct
physician,0600618,citymun,1,0,1,19993,4755,0600618000,Valderrama,direct
nurse,0600618,citymun,3,4,7,19993,4755,0600618000,Valderrama,direct
midwife,0600618,citymun,8,6,14,19993,4755,0600618000,Valderrama,direct
dentist,0600618,citymun,0,0,0,19993,4755,0600618000,Valderrama,direct
med_tech,0600618,citymun,2,0,2,19993,4755,0600618000,Valderrama,direct
nutritionist,0600618,citymun,0,0,0,19993,4755,0600618000,Valderrama,direct
sanitary_engineer,0600618,citymun,0,0,0,19993,4755,0600618000,Valderrama,direct
sanitary_inspector,0600618,citymun,1,0,1,19993,4755,0600618000,Valderrama,direct
physician,06019,province,33,12,45,818610,205397,0601900000,Capiz,direct
nurse,06019,province,71,53,124,818610,205397,0601900000,Capiz,direct
midwife,06019,province,179,58,237,818610,205397,0601900000,Capiz,direct
dentist,06019,province,10,2,12,818610,205397,0601900000,Capiz,direct
med_tech,06019,province,26,6,32,818610,205397,0601900000,Capiz,direct
nutritionist,06019,province,0,0,0,818610,205397,0601900000,Capiz,direct
sanitary_engineer,06019,province,0,0,0,818610,205397,0601900000,Capiz,direct
sanitary_inspector,06019,province,32,0,32,818610,205397,0601900000,Capiz,direct
physician,0601901,citymun,1,0,1,27995,7093,0601901000,Cuartero,direct
nurse,0601901,citymun,2,4,6,27995,7093,0601901000,Cuartero,direct
midwife,0601901,citymun,9,5,14,27995,7093,0601901000,Cuartero,direct
dentist,0601901,citymun,0,1,1,27995,7093,0601901000,Cuartero,direct
